"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
72529014768,"1990-01-18",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",46.8,24,42.4,24,1013.1,24,992.7,24,9.8,24,12.9,24,17.1,22,55.9," ",36,"*",0.35,"G",999.9,10000
72529014768,"1990-01-19",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",29.2,24,19.7,24,1027.7,24,6.6,24,15.8,24,10.6,24,17.1,25.1,36,"*",24.1," ",0.04,"G",999.9,1000
72529014768,"1990-01-20",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",28.3,24,21.1,24,1022.3,24,1.2,24,13.8,24,4,24,6,999.9,35.1,"*",23," ",0,"G",999.9,0
72529014768,"1990-01-21",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",29.3,24,27.1,24,1008.6,24,987.8,24,3.5,24,7.5,24,13,999.9,35.1," ",21,"*",0.08,"G",0.8,111000
72529014768,"1990-01-22",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",30.8,24,27.1,24,1007.1,24,986.3,24,5.8,24,10.5,24,18.1,29.9,36,"*",21," ",0.04,"G",0.8,101000
72529014768,"1990-01-23",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",32.6,24,26.7,24,1014.6,24,993.7,24,13.1,24,8.5,24,13,999.9,37,"*",27," ",0.04,"G",0.8,101000
72529014768,"1990-01-24",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",42.7,24,32,24,1007.5,24,986.9,24,16.3,24,12.9,24,25.1,35,53.1,"*",35.1," ",0.08,"G",999.9,11000
72529014768,"1990-01-25",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",37.7,24,33.5,24,1010,24,989.4,24,13.3,24,6.9,24,12,999.9,53.1," ",28," ",0,"G",999.9,0
72529014768,"1990-01-26",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",36.3,24,28.7,24,1005.1,24,984.6,24,12.6,24,17.5,24,22.9,34,52," ",32," ",0.08,"G",999.9,11000
72529014768,"1990-01-27",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",36.2,24,22.3,24,1019,24,998.1,24,18,24,10.9,24,20,22.9,52,"*",27," ",0,"G",999.9,1000
72529014768,"1990-01-28",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",40,24,22.1,24,1020.4,24,999.7,24,17.2,24,13.7,24,27,38.1,52," ",33.1," ",0,"D",999.9,0
72529014768,"1990-01-29",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",29.4,24,23.9,24,1020.9,24,999.9,24,8,24,6.3,24,14,999.9,32,"*",23," ",0.08,"D",2,101000
72529014768,"1990-01-30",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",31.5,24,27.3,24,1011.2,24,990.4,24,10.2,24,9.8,24,15,22,36,"*",28," ",0.47,"G",4.7,101000
72529014768,"1990-01-31",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",32,24,24.2,24,1022,24,1,24,13.9,24,5.9,24,10.1,999.9,39,"*",25," ",0,"G",3.9,0
72529014768,"1990-02-01",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",33,24,25.4,24,1019.8,24,998.8,24,10.7,24,6.7,24,18.1,22,50,"*",21," ",0,"D",2,10000
72529014768,"1990-02-02",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",31.4,24,28.4,24,1017.5,24,996.7,23,2.9,24,9.6,24,15.9,20,50," ",19.9,"*",0.24,"G",6.7,111000
72529014768,"1990-02-03",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",18.6,24,15,24,1026.3,24,4.9,24,11.6,24,8.1,24,15,999.9,21.9,"*",16," ",0.35,"G",6.7,1000
72529014768,"1990-02-04",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",20.7,24,18.5,24,1015.5,24,994.3,24,3.3,24,8.5,24,15,999.9,28.9,"*",17.1," ",0.2,"G",7.9,111000
72529014768,"1990-02-05",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",22.3,24,17.8,24,1022.8,24,1.5,24,11.3,24,6.9,24,11.1,999.9,32,"*",15.1," ",0.08,"G",7.9,101000
72529014768,"1990-02-06",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",37.2,24,26.2,24,1018.1,24,997.2,24,13.5,24,11.6,24,17.1,20,41,"*",28," ",0,"G",5.9,0
72529014768,"1990-02-07",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",37.1,24,30.8,24,1017.9,24,997.1,24,9,24,6.3,24,11.1,999.9,44.1,"*",30," ",0,"D",3.9,0
72529014768,"1990-02-08",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",39.3,24,32.1,24,1020.1,24,999.3,24,7.3,24,7.1,24,13,999.9,52,"*",32," ",0,"C",2,100000
72529014768,"1990-02-09",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",48.8,24,39.2,24,1008.4,24,988,24,9.7,24,9.7,24,15,18.1,55.9,"*",44.1," ",0.04,"D",0.8,110000
72529014768,"1990-02-10",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",38.9,24,31,24,1004.8,24,984.4,24,8.3,24,10.9,24,24.1,28.9,55.9," ",32,"*",0.31,"G",999.9,110000
72529014768,"1990-02-11",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",29.3,24,19.8,24,1011.5,24,990.7,24,16.8,24,7.3,24,14,24.1,39.9," ",21.9," ",0,"G",999.9,0
72529014768,"1990-02-12",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",26.9,24,21.3,24,1018,24,997,24,12.7,24,4.6,24,10.1,999.9,36," ",19.9," ",0,"D",999.9,1000
72529014768,"1990-02-13",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",43,24,25.3,24,1013,24,992.3,24,17,24,10.9,24,21,28.9,62.1,"*",28," ",0,"D",999.9,10000
72529014768,"1990-02-14",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",33.8,24,27.1,24,1020.4,24,999.6,24,10.4,24,10.5,24,14,999.9,62.1," ",25,"*",0.12,"G",999.9,111000
72529014768,"1990-02-15",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",24.9,24,20.7,24,1024,24,2.8,24,4.1,24,9.6,24,15,18.1,36," ",21," ",0.35,"G",5.9,111000
72529014768,"1990-02-16",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",33.3,24,32.1,24,1007.7,24,987,24,2.9,24,5.3,24,25.1,35.9,41,"*",28.9,"*",1.02,"G",4.7,110110
72529014768,"1990-02-17",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",25.5,24,18.2,24,1020.9,24,999.8,24,11.2,24,16.8,24,28,35.9,42.1," ",15.1," ",0.12,"G",4.7,1000
72529014768,"1990-02-18",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",19.4,24,9.3,24,1034.1,24,12.5,24,19.9,24,5.6,24,12,999.9,43,"*",7," ",0.01,"G",4.7,0
72529014768,"1990-02-19",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",35.1,24,21.6,24,1016.6,24,995.7,24,15.7,24,15.6,24,24.1,34,43," ",27,"*",0,"G",2,1000
72529014768,"1990-02-20",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",21.4,24,6.7,24,1031.1,24,9.7,24,17.8,24,15.5,24,24.1,39,26.1,"*",16," ",0.01,"G",2,1000
72529014768,"1990-02-21",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",29.6,24,11.9,24,1032.1,24,10.7,24,18,24,7.4,24,15,999.9,48.9,"*",16," ",0,"G",2,0
72529014768,"1990-02-22",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",39,24,27.1,24,1016.6,24,995.9,24,11,24,4.9,24,10.1,999.9,48.9," ",28.9," ",0.24,"D",0.8,110000
72529014768,"1990-02-23",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",35.5,24,34.4,24,1001.7,24,981.2,24,2.4,24,7.4,24,15.9,999.9,50," ",28.9,"*",0.51,"G",0.8,111000
72529014768,"1990-02-24",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",24.5,24,17.7,24,1007.5,24,986.6,24,13.1,24,8.8,24,13,999.9,37," ",19," ",0.2,"G",2,101000
72529014768,"1990-02-25",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",12.6,24,9.1,24,1023.9,24,2.5,24,2.2,24,16.5,24,22.9,29.9,27," ",5,"*",0.31,"G",8.7,1000
72529014768,"1990-02-26",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",7.7,24,0.2,24,1044.2,24,22,24,12,24,6.6,24,15.9,999.9,19,"*",0," ",0.08,"G",8.7,1000
72529014768,"1990-02-27",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",25.1,24,13.2,24,1029.2,24,7.7,24,12.4,24,9.9,24,18.1,26,36,"*",14," ",0,"G",8.7,1000
72529014768,"1990-02-28",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",23.6,24,13.7,24,1030.9,24,9.6,24,14.7,24,11.4,24,17.1,27,36," ",18," ",0.08,"G",6.7,1000
72529014768,"1990-03-01",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",25,24,12.2,24,1028,24,6.7,24,18.6,24,12.3,24,20,28,37.9,"*",15.1," ",0,"G",5.9,1000
72529014768,"1990-03-02",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",38.6,24,18,24,1012.2,24,991.5,24,19.1,24,16.5,24,22,32.1,45,"*",34," ",0,"C",3.9,0
72529014768,"1990-03-03",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",30.3,24,19.1,24,1012.9,24,992.1,24,19.1,24,10.7,24,19,999.9,45," ",21.9,"*",0,"D",2,0
72529014768,"1990-03-04",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",17.9,24,7.3,24,1022.4,24,1.1,24,14.5,24,8.4,24,15.9,999.9,34," ",14," ",0,"D",0.8,1000
72529014768,"1990-03-05",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",18,24,12.1,24,1031,24,9.5,24,7.8,24,6.1,24,14,999.9,25," ",7," ",0.04,"G",2,1000
72529014768,"1990-03-06",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",17.1,24,4.8,24,1038.6,24,16.9,24,18.8,24,8.8,24,15,21,24.1," ",12.9," ",0.02,"G",2,0
72529014768,"1990-03-07",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",16.8,24,4.1,24,1047.1,24,25.2,24,19.9,24,4.9,24,10.1,999.9,27,"*",5," ",0,"G",0.8,0
72529014768,"1990-03-08",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",24.9,24,11.7,24,1039.3,24,17.7,24,17.6,24,4.4,24,11.1,999.9,43,"*",10," ",0,"D",0.8,0
72529014768,"1990-03-09",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",33.2,24,24,24,1023.9,24,2.9,24,11.3,24,3.2,24,8,999.9,45," ",23," ",0,"D",0.8,110000
72529014768,"1990-03-10",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",41.2,24,37.2,24,1023,24,2.1,24,3,24,4.2,24,8.9,999.9,51.1,"*",37," ",0.04,"G",999.9,110000
72529014768,"1990-03-11",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",41.6,24,38.3,24,1023.1,24,2.3,24,5.5,24,5.3,24,12,999.9,51.1," ",39," ",0.02,"G",999.9,110000
72529014768,"1990-03-12",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",45.5,24,43.2,24,1019.3,24,998.6,24,5.1,24,7.8,24,22,33,66,"*",37.9," ",0.24,"G",999.9,110000
72529014768,"1990-03-13",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",59.4,24,55,24,1017,24,996.6,24,10.5,24,12.6,24,20,22.9,66.9," ",46.9," ",0.01,"G",999.9,100000
72529014768,"1990-03-14",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",63,24,55.6,24,1016.6,24,996.4,24,7.2,24,7.4,24,14,999.9,80.1,"*",51.1," ",0,"G",999.9,100000
72529014768,"1990-03-15",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",63.8,24,51.6,24,1015.4,24,995.2,24,13.2,24,4.7,24,11.1,999.9,82,"*",51.1," ",0,"D",999.9,0
72529014768,"1990-03-16",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",66.5,24,53.6,24,1012.6,24,992.6,24,16.7,24,7.4,24,15,24.1,82," ",60.1," ",0,"D",999.9,10000
72529014768,"1990-03-17",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",53.2,24,49.1,24,1005.9,24,985.8,24,9.3,24,7.1,24,15.9,31.1,73," ",46.9,"*",0.39,"G",999.9,110000
72529014768,"1990-03-18",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",39.2,24,30.3,24,1009.2,24,988.7,24,14.5,24,15.5,24,25.1,34,55.9," ",34," ",0.24,"G",999.9,11000
72529014768,"1990-03-19",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",36,24,29.5,24,1020.7,24,999.8,24,12.6,24,6.5,24,18.1,20,41," ",30.9," ",0.08,"G",999.9,111000
72529014768,"1990-03-20",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",30.8,24,27,24,1022.8,24,1.8,24,5.4,24,11.8,24,15.9,20,41," ",27," ",0.16,"G",0.8,111000
72529014768,"1990-03-21",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",36,24,24.5,24,1021.5,24,0.6,24,17.8,24,12.1,24,20,24.1,46.9,"*",28," ",0.04,"G",999.9,0
72529014768,"1990-03-22",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",45.7,24,25.3,24,1019.1,24,998.4,24,19.5,24,7.8,24,17.1,22.9,64,"*",33.1," ",0,"G",999.9,0
72529014768,"1990-03-23",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",41.4,24,28.2,24,1017.2,24,996.6,24,13.9,24,15.4,24,22,34,64," ",28.9," ",0.08,"G",999.9,111000
72529014768,"1990-03-24",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",26.1,24,17.3,24,1030.5,24,9.2,24,16.4,24,7.6,24,14,21,30,"*",23," ",0.08,"G",999.9,1000
72529014768,"1990-03-25",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",29.3,24,17.2,24,1026.6,24,5.4,24,19.3,24,9,24,21,25.1,41,"*",19.9," ",0,"G",999.9,0
72529014768,"1990-03-26",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",31.5,24,17.1,24,1023.9,24,2.8,24,17.1,24,12.6,24,24.1,31.1,42.1," ",25,"*",0.04,"D",999.9,1000
72529014768,"1990-03-27",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",24.7,24,12.4,24,1031.3,24,9.9,24,15.4,24,10,24,15.9,999.9,35.1," ",19," ",0,"D",999.9,1000
72529014768,"1990-03-28",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",32.5,24,17.2,24,1030.2,24,9,24,16.6,24,7.9,24,15,999.9,45,"*",24.1," ",0,"D",999.9,0
72529014768,"1990-03-29",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",34.7,24,20.3,24,1032.7,24,11.6,24,15.3,24,6.2,24,15,999.9,46.9,"*",25," ",0,"D",999.9,0
72529014768,"1990-03-30",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",39.3,24,31.7,24,1025.3,24,4.4,24,9.9,24,7.4,24,12,22,48," ",37," ",0.02,"G",999.9,111000
72529014768,"1990-03-31",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",43.3,24,39.8,24,1017.7,24,997,24,7,24,5.7,24,10.1,999.9,46.9,"*",41," ",0.12,"G",999.9,110000
72529014768,"1990-04-01",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",40.6,24,39,24,1014.7,24,994,24,2.7,24,5.5,24,8,999.9,48," ",37," ",0.04,"G",999.9,110000
72529014768,"1990-04-02",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",43.6,24,41.8,24,1009.7,24,989.2,24,2.5,24,5.9,24,22,27,54,"*",37.9," ",0.16,"G",999.9,110000
72529014768,"1990-04-03",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",40.3,24,36.3,24,1007.8,24,987.3,24,8.6,24,6.1,24,14,20,54," ",37," ",0.08,"G",999.9,110000
72529014768,"1990-04-04",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",33.8,24,32.4,24,997,24,976.7,24,2,24,9,24,15,999.9,45," ",33.1," ",0.31,"G",2.8,111000
72529014768,"1990-04-05",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",36.1,24,30.1,24,1000.2,24,979.7,24,13.7,24,14.1,24,18.1,25.1,42.1,"*",33.1," ",0.75,"G",3.9,111000
72529014768,"1990-04-06",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",32.6,24,25.4,24,1014,24,993.2,24,14.9,24,9.6,24,13,24.1,43," ",28," ",0.16,"G",2,101000
72529014768,"1990-04-07",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",32.3,24,20.1,24,1016.9,24,996,24,17.8,24,7.1,24,17.1,22.9,37," ",24.1," ",0,"G",999.9,1000
72529014768,"1990-04-08",43.11723,-77.67539,164.5,"FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US",35.7,24,21.7,24,1022.9,24,2,24,18.8,24,12.4,24,19,27,45,"*",28.9," ",0,"D",999.9,0
